popular_albuns_rank,artist_band,decade,musical_genre,total_awards_nominations,uk number 1's,million_sales
1173,ghostface killah,00's,hip-hop,0,0,0
1174,caroline polachek,10's,pop,0,0,0
1175,shellac,90's,rock,0,0,0
1176,julee cruise,80's,pop,0,0,0
1181,noname,10's,jazz,0,0,0
1186,lightning bolt,00's,rock,0,0,0
1187,r.a.p. ferreira,10's,jazz,0,0,0
1194,"21 savage, offset & metro boomin",10's,hip-hop,0,0,0
1196,john cale,70's,pop,0,0,0
1198,tv on the radio,00's,rock,0,0,0
1199,iglooghost,10's,electronic,0,0,0
1205,the pharcyde,90's,jazz,0,0,0
1206,cloud nothings,10's,rock,0,0,0
1210,ariel pink's haunted graffiti,10's,pop,0,0,0
1213,slowthai,10's,hip-hop,0,0,0
1214,sepultura,80's,metal,0,0,0
1215,paramore,10's,rock,0,0,0
1216,solange,10's,soul_funk,0,0,0
1217,big k.r.i.t.,10's,hip-hop,0,0,0
1220,yung lean,10's,hip-hop,0,0,0
1223,between the buried and me,00's,metal,0,0,0
1226,billy woods & kenny segal,10's,hip-hop,0,0,0
1227,caravan,70's,rock,0,0,0
1231,godflesh,80's,metal,0,0,0
1235,broadcast,00's,pop,0,0,0
1237,sleater-kinney,00's,rock,0,0,0
1238,purple mountains,10's,rock,0,0,0
1244,cynic,90's,metal,0,0,0
1258,george clanton,10's,pop,0,0,0
1259,parliament,70's,soul_funk,0,0,0
1262,van der graaf generator,70's,rock,0,0,0
1263,everything everything,10's,rock,0,0,0
1266,carole king,70's,rock,0,0,0
1268,春ねむり [haru nemuri],10's,rock,0,0,0
1269,perfume genius,10's,pop,0,0,0
1273,the voidz,10's,rock,0,0,0
1275,killer mike,10's,hip-hop,0,0,0
1279,nicolás jaar,10's,pop,0,0,0
1280,lou reed & metallica,10's,metal,0,0,0
1283,adele,10's,pop,0,0,120
1286,nails,10's,metal,0,0,0
1290,primus,90's,metal,0,0,0
1294,carcass,90's,metal,0,0,0
1295,dean blunt,10's,pop,0,0,0
1298,deathspell omega,10's,metal,0,0,0
1301,charlie mingus,60's,jazz,0,0,0
1302,sufjan stevens & angelo de augustine,10's,folk,0,0,0
1311,fugees,90's,hip-hop,0,0,0
1314,chvrches,10's,electronic,0,0,0
1316,joey bada$$,10's,hip-hop,0,0,0
1317,placebo,90's,rock,0,0,0
1318,the gun club,80's,rock,0,0,0
1321,tropical fuck storm,10's,rock,0,0,0
1325,福居良 [ryo fukui],70's,jazz,0,0,0
1331,queensrÿche,80's,metal,0,0,0
1332,clouddead,00's,hip-hop,0,0,0
1333,silver apples,60's,rock,0,0,0
1334,eagles,70's,rock,0,0,200
1337,nick cave featuring the bad seeds,80's,rock,0,0,0
1338,sun ra,70's,jazz,0,0,0
1340,armand hammer & the alchemist,10's,hip-hop,0,0,0
1341,orchid,90's,rock,0,0,0
1342,john zorn,90's,rock,0,0,0
1343,vince guaraldi,60's,jazz,0,0,0
1344,mercury rev,90's,rock,0,0,0
1347,twenty øne piløts,10's,pop,0,0,0
1348,joji,10's,soul_funk,0,0,0
1349,women,10's,rock,0,0,0
1351,snail mail,10's,rock,0,0,0
1352,misfits,80's,rock,0,0,0
1353,derek and the dominos,70's,rock,0,0,0
1358,clarence clarity,10's,pop,0,0,0
1361,aesop rock,10's,hip-hop,0,0,0
1362,nomeansno,80's,rock,0,0,0
1363,scott walker,60's,pop,0,0,0
1364,killing joke,80's,rock,0,0,0
1366,turnstile,10's,rock,0,0,0
1369,hole,90's,rock,0,0,0
1370,sunn o))),00's,metal,0,0,0
1376,offspring,90's,rock,0,0,0
1377,meat puppets,80's,rock,0,0,0
1380,acid bath,90's,metal,0,0,0
1383,21 savage & metro boomin,10's,hip-hop,0,0,0
1385,madonna,90's,pop,28,13,300
1391,migos,10's,hip-hop,0,0,0
1392,behemoth,10's,metal,0,0,0
1393,the red hot chili peppers,90's,rock,0,0,0
1394,the united states of america,60's,rock,0,0,0
1396,...and you will know us by the trail of dead,00's,rock,0,0,0
1404,the unicorns,00's,pop,0,0,0
1405,saba,10's,jazz,0,0,0
1408,melt-banana,10's,rock,0,0,0
1411,oranssi pazuzu,10's,rock,0,0,0
1412,gentle giant,70's,rock,0,0,0
1413,cat power,90's,rock,0,0,0
1414,the streets,00's,hip-hop,0,0,0
1417,vashti bunyan,70's,folk,0,0,0
1419,(sandy) alex g,10's,rock,0,0,0
1421,the chemical brothers,90's,electronic,0,0,0
1424,florence + the machine,00's,pop,0,0,0
1426,ghost,10's,rock,0,0,0
1428,"emerson, lake & palmer",70's,rock,0,0,0
1431,death's dynamic shroud.wmv,10's,electronic,0,0,0
1434,おとぼけビ～バ～ [otoboke beaver],10's,rock,0,0,0
1437,alanis morissette,90's,rock,0,0,0
1438,the field,00's,electronic,0,0,0
1439,harold budd / brian enoharold buddbrian eno,80's,electronic,0,0,0
1440,lil nas x,10's,pop,0,0,0
1441,cornelius,90's,rock,0,0,0
1442,silver jews,90's,rock,0,0,0
1445,aerosmith,70's,rock,14,0,150
1447,rosalía,10's,pop,0,0,0
1452,dälek,00's,hip-hop,0,0,0
1454,marilyn manson,90's,rock,0,0,0
1455,lianne la havas,10's,soul_funk,0,0,0
1456,big thief,10's,folk,0,0,0
1463,chance the rapper,10's,pop,0,0,0
1464,frank zappa and the mothers of inventionfrank zappathe mothers of invention,70's,rock,0,0,0
1467,kacey musgraves,10's,pop,0,0,0
1471,biosphere,90's,electronic,0,0,0
1472,antony and the johnsons,00's,pop,0,0,0
1476,ol' dirty bastard,90's,hip-hop,0,0,0
1479,the dillinger escape plan,90's,metal,0,0,0
1481,steven wilson,10's,rock,0,0,0
1484,slauson malone,10's,hip-hop,0,0,0
1486,john maus,10's,pop,0,0,0
1488,at the gates,90's,metal,0,0,0
1490,sewerslvt,10's,electronic,0,0,0
1491,isaac hayes,60's,soul_funk,0,0,0
1492,mercyful fate,80's,metal,0,0,0
1493,tori amos,90's,rock,0,0,0
1494,lynyrd skynyrd,70's,rock,0,0,0
1495,50 cent,00's,hip-hop,0,0,0
1496,jean michel jarre,70's,electronic,0,0,0
1498,brian wilson,00's,pop,0,0,0
1499,the prodigy,90's,electronic,0,0,0
1501,u.s. girls,10's,rock,0,0,0
1504,shame,10's,rock,0,0,0
1515,lil peep,10's,rock,0,0,0
1520,panic! at the disco,00's,rock,0,0,0
1521,eels,90's,pop,0,0,0
1522,sonny rollins,50's,jazz,0,0,0
1523,magazine,70's,rock,0,0,0
1527,jesu,00's,rock,0,0,0
1528,sampha,10's,soul_funk,0,0,0
1529,post malone,10's,pop,0,0,80
1530,blood orange,10's,pop,0,0,0
1538,mgła,10's,metal,0,0,0
1539,immortal,90's,metal,0,0,0
1540,yellow magic orchestra,70's,electronic,0,0,0
1541,hella,00's,rock,0,0,0
1543,sade,90's,pop,0,0,0
1546,山岡晃 [akira yamaoka],00's,electronic,0,0,0
1560,prefab sprout,80's,rock,0,0,0
1561,cat stevens,70's,rock,0,0,0
1566,celtic frost,80's,metal,0,0,0
1567,gang starr,90's,hip-hop,0,0,0
1570,the mothers,70's,rock,0,0,0
1573,lil wayne,00's,hip-hop,0,0,120
1577,chelsea wolfe,10's,rock,0,0,0
1578,chuck person,10's,electronic,0,0,0
1579,nina simone,60's,blues,0,0,0
1582,cannonball adderley,50's,jazz,0,0,0
1584,mission of burma,80's,rock,0,0,0
1585,entombed,90's,metal,0,0,0
1592,malibu ken,10's,hip-hop,0,0,0
1593,limp bizkit,00's,rock,0,0,0
1598,the sound,80's,rock,0,0,0
1600,thin lizzy,70's,rock,0,0,0
1602,dorian electra,10's,electronic,0,0,0
1604,"thaiboy digital, bladee & ecco2k",10's,hip-hop,0,0,0
1606,arthur russell,80's,pop,0,0,0
1608,electric light orchestra,70's,rock,0,0,0
1610,digable planets,90's,jazz,0,0,0
1612,young marble giants,80's,rock,0,0,0
1613,protomartyr,10's,rock,0,0,0
1619,new york dolls,70's,rock,0,0,0
1621,frank sinatra,50's,jazz,0,0,150
1623,fennesz,00's,electronic,0,0,0
1628,blank banshee,10's,hip-hop,0,0,0
1632,einstürzende neubauten,80's,electronic,0,0,0
1633,napalm death,80's,metal,0,0,0
1634,goldfrapp,00's,pop,0,0,0
1641,duran duran,80's,electronic,0,0,0
1642,grandaddy,00's,rock,0,0,0
1645,current 93,90's,folk,0,0,0
1653,elvis presley,50's,rock,4,21,500
1658,rihanna,10's,soul_funk,0,0,250
1660,mar1lyn man5on,90's,rock,0,0,0
1665,schoolboy q,10's,hip-hop,0,0,0
1669,caribou,10's,electronic,0,0,0
1671,the byrds,60's,rock,0,1,0
1672,morphine,90's,rock,0,0,0
1674,billy joel,70's,rock,0,0,160
1677,type o negative,90's,metal,0,0,0
1678,evanescence,00's,rock,0,0,0
1679,батюшка [batushka],10's,metal,0,0,0
1681,death in june,90's,folk,0,0,0
1682,bob marley and the wailersbob marleythe wailers,70's,reggae,0,0,0
1686,the sonics,60's,rock,0,0,0
1688,steve roach,80's,electronic,0,0,0
1690,chief keef,10's,hip-hop,0,0,0
1693,suede,90's,rock,0,0,0
1695,bedwetter,10's,hip-hop,0,0,0
1697,spiritualized,90's,rock,0,0,0
1699,sons of kemet,10's,jazz,0,0,0
1704,the decemberists,00's,rock,0,0,0
1705,laurie anderson,80's,pop,0,0,0
1706,thelonious monk,50's,jazz,0,0,0
1708,andy stott,10's,electronic,0,0,0
1710,young thug,10's,hip-hop,0,0,0
1713,iceage,10's,rock,0,0,0
1715,gil scott-heron,70's,soul_funk,0,0,0
1718,adrianne lenker,10's,folk,0,0,0
1720,the offspring,90's,rock,0,0,0
1721,madlib,00's,jazz,0,0,0
1723,the hotelier,10's,rock,0,0,0
1724,glass beach,10's,rock,0,0,0
1725,morrissey,80's,pop,0,0,0
1726,cap'n jazz,90's,rock,0,0,0
1728,vektor,10's,metal,0,0,0
1729,monks,60's,rock,0,0,0
1731,pup,10's,rock,0,0,0
1732,dirty projectors,00's,pop,0,0,0
1734,the breeders,90's,rock,0,0,0
1738,codeine,90's,rock,0,0,0
1746,ice cube,90's,hip-hop,0,0,0
1750,j.i.d,10's,hip-hop,0,0,0
1751,dr. octagon,90's,hip-hop,0,0,0
1752,paysage d'hiver,90's,metal,0,0,0
1753,jackson c. frank,60's,folk,0,0,0
1760,justin timberlake,00's,pop,0,0,88
1766,gary numan,70's,electronic,0,0,0
1769,maudlin of the well,00's,metal,0,0,0
1770,beirut,00's,folk,0,0,0
1771,jane's addiction,80's,rock,0,0,0
1772,the angelic process,00's,rock,0,0,0
1774,gravediggaz,90's,hip-hop,0,0,0
1776,edge of sanity,90's,metal,0,0,0
1777,king gizzard & the lizard wizard with mild high clubking gizzard & the lizard wizardmild high club,10's,rock,0,0,0
1780,disclosure,10's,electronic,0,0,0
1784,x,80's,rock,0,0,0
1786,the world is a beautiful place & i am no longer afraid to die,10's,rock,0,0,0
1790,janis joplin,70's,rock,2,0,0
1791,liturgy,10's,metal,0,0,0
1793,stone temple pilots,90's,rock,0,0,0
1794,the mountain goats,00's,folk,0,0,0
1796,public image ltd,70's,rock,0,0,0
1797,the 1975,10's,pop,0,0,0
1798,global communication,90's,electronic,0,0,0
1802,the the,80's,pop,0,0,0
1805,the olivia tremor control,90's,rock,0,0,0
1811,albert ayler trio,60's,jazz,0,0,0
1813,venom,80's,metal,0,0,0
1814,in flames,90's,metal,0,0,0
1815,aretha franklin,60's,soul_funk,44,1,75
1821,jim o'rourke,90's,pop,0,0,0
1822,massive attack,10's,electronic,0,0,0
1823,lil pump,10's,hip-hop,0,0,0
1826,blood incantation,10's,metal,0,0,0
1827,spoon,00's,rock,0,0,0
1831,röyksopp,00's,electronic,0,0,0
1835,sharon van etten,10's,rock,0,0,0
1837,helloween,80's,metal,0,0,0
1838,"crosby, stills & nash",60's,rock,0,0,0
1839,katatonia,90's,metal,0,0,0
1843,the peter brötzmann octet,60's,jazz,0,0,0
1846,kreator,80's,metal,0,0,0
1847,múm,00's,folk,0,0,0
1849,squarepusher,90's,electronic,0,0,0
1853,garbage,90's,rock,0,0,0
1854,flower travellin' band,70's,rock,0,0,0
1855,elvis costello & the attractions,70's,rock,0,0,0
1859,the go! team,00's,rock,0,0,0
1860,blanck mass,10's,electronic,0,0,0
1861,fripp & eno,70's,electronic,0,0,0
1862,darkside,10's,electronic,0,0,0
1863,the tallest man on earth,10's,folk,0,0,0
1864,sky ferreira,10's,pop,0,0,0
1865,iron + wine,00's,folk,0,0,0
1872,the sisters of mercy,80's,rock,0,0,0
1875,the shaggs,60's,rock,0,0,0
1880,natural snow buildings,00's,folk,0,0,0
1883,clairo,10's,pop,0,0,0
1884,wolves in the throne room,00's,metal,0,0,0
1887,the soft machine,60's,rock,0,0,0
1888,butthole surfers,80's,rock,0,0,0
1891,badbadnotgood,10's,jazz,0,0,0
1892,21 savage,10's,hip-hop,0,0,0
1894,lizzo,10's,pop,0,0,0
1901,milo,10's,hip-hop,0,0,0
1904,let's eat grandma,10's,pop,0,0,0
1906,sleigh bells,10's,pop,0,0,0
1907,seatbelts,90's,jazz,0,0,0
1908,exodus,80's,metal,0,0,0
1909,cunninlynguists,00's,hip-hop,0,0,0
1913,kurt vile,10's,rock,0,0,0
1914,the ornette coleman double quartet,60's,jazz,0,0,0
1915,meshuggah,00's,metal,0,0,0
1923,ritchie blackmore's rainbow,70's,rock,0,0,0
1927,the pains of being pure at heart,00's,pop,0,0,0
1928,strapping young lad,90's,metal,0,0,0
1931,lupe fiasco,00's,hip-hop,0,0,0
1939,mahavishnu orchestra,70's,rock,0,0,0
1940,jay reatard,00's,rock,0,0,0
1941,westside gunn,10's,hip-hop,0,0,0
1942,spacemen 3,80's,rock,0,0,0
1945,black dresses,10's,rock,0,0,0
1949,the soft boys,80's,rock,0,0,0
1952,ministry,90's,metal,0,0,0
1953,sixteen horsepower,90's,country,0,0,0
1954,the john coltrane quartet,60's,jazz,0,0,0
1956,meat loaf,70's,rock,0,0,100
1960,disco inferno,90's,rock,0,0,0
1963,demilich,90's,metal,0,0,0
1965,japan,80's,pop,0,0,0
1966,bob dylan & the band,70's,rock,0,0,0
1970,rites of spring,80's,rock,0,0,0
1977,liz phair,90's,rock,0,0,0
1980,the books,00's,folk,0,0,0
1985,kevin abstract,10's,pop,0,0,0
1987,deakin,10's,rock,0,0,0
1990,the libertines,00's,rock,0,0,0
1993,jimmy eat world,00's,rock,0,0,0
1995,richard dawson,10's,folk,0,0,0
1998,backxwash,10's,hip-hop,0,0,0
2005,open mike eagle,10's,hip-hop,0,0,0
2006,underworld,90's,electronic,0,0,0
2008,wishbone ash,70's,rock,0,0,0
2010,the angels of light,00's,rock,0,0,0
2012,bohren & der club of gore,00's,jazz,0,0,0
2013,erykah badu,90's,soul_funk,0,0,0
2016,paul mccartney,70's,rock,0,0,100
2018,asobi seksu,00's,rock,0,0,0
2023,foster the people,10's,pop,0,0,0
2025,jack white,10's,rock,0,0,0
2028,dan deacon,10's,rock,0,0,0
2030,this mortal coil,80's,pop,0,0,0
2034,marillion,80's,rock,0,0,0
2035,them crooked vultures,00's,rock,0,0,0
2037,the pogues,80's,rock,0,0,0
2042,the charlie mingus jazz workshop,50's,jazz,0,0,0
2044,flipper,80's,rock,0,0,0
2046,wolf parade,00's,rock,0,0,0
2049,the sundays,90's,pop,0,0,0
2055,don caballero,90's,rock,0,0,0
2056,gospel,00's,rock,0,0,0
2057,atoms for peace,10's,pop,0,0,0
2058,tricot,10's,rock,0,0,0
2061,fall out boy,00's,rock,0,0,0
2062,the radio dept.,00's,pop,0,0,0
2063,foals,00's,rock,0,0,0
2064,laura marling,10's,folk,0,0,0
2067,sparklehorse,00's,rock,0,0,0
2074,aphrodite's child,70's,rock,0,0,0
2075,blind guardian,90's,metal,0,0,0
2078,dillinger escape plan,00's,metal,0,0,0
2079,isaiah rashad,10's,hip-hop,0,0,0
2081,cage the elephant,10's,rock,0,0,0
2083,wolf alice,10's,rock,0,0,0
2091,david sylvian,80's,pop,0,0,0
2093,kairon; irse!,10's,rock,0,0,0
2096,my morning jacket,00's,rock,0,0,0
2103,polvo,90's,rock,0,0,0
2108,andrew bird,00's,pop,0,0,0
2112,prmlscrm,00's,electronic,0,0,0
2113,toe,00's,rock,0,0,0
2117,duke ellington / charlie mingus / max roachduke ellingtoncharles mingusmax roach,60's,jazz,0,0,0
2120,scraping foetus off the wheel,80's,rock,0,0,0
2122,autopsy,90's,metal,0,0,0
2124,fuck buttons,00's,rock,0,0,0
2126,miles davis quintet,60's,jazz,0,0,0
2130,sublime,90's,rock,0,0,0
2134,wayne shorter,60's,jazz,0,0,0
2137,possessed,80's,metal,0,0,0
2138,nick cave & warren ellis,10's,pop,0,0,0
2139,siekiera,80's,rock,0,0,0
2141,they might be giants,90's,rock,0,0,0
2144,kings of leon,00's,rock,0,0,0
2145,popol vuh,70's,electronic,0,0,0
2149,bowery electric,90's,rock,0,0,0
2150,campfire songs,00's,folk,0,0,0
2155,temple of the dog,90's,rock,0,0,0
2156,teenage fanclub,90's,rock,0,0,0
2157,alice cooper,70's,rock,0,0,0
2162,cardi b,10's,hip-hop,0,0,0
2163,todd rundgren,70's,rock,0,0,0
2166,kaytranada,10's,soul_funk,0,0,0
2167,jackboys & travis scott,10's,pop,0,0,0
2169,uboa,10's,electronic,0,0,0
2172,ugk,90's,hip-hop,0,0,0
2180,patti smith group,70's,rock,0,0,0
2182,soft cell,80's,electronic,0,0,0
2185,kiss,70's,rock,0,0,75
2189,titus andronicus,10's,rock,0,0,0
2191,king diamond,80's,metal,0,0,0
2193,ocean machine,90's,metal,0,0,0
2195,purity ring,10's,electronic,0,0,0
2196,baby keem,10's,hip-hop,0,0,0
2198,mount eerie with julie doiron & fred squiremount eeriejulie doironfred squire,00's,folk,0,0,0
2204,avenged sevenfold,00's,metal,0,0,0
2205,anathema,90's,rock,0,0,0
2207,amon tobin,90's,jazz,0,0,0
2210,drudkh,00's,metal,0,0,0
2214,cut copy,00's,electronic,0,0,0
2223,blue öyster cult,70's,rock,0,0,0
2227,wolfmother,00's,rock,0,0,0
2228,todd terje,10's,electronic,0,0,0
2229,the afghan whigs,90's,rock,0,0,0
2230,verve,90's,rock,0,0,0
2231,imagine dragons,10's,rock,0,0,75
2236,blonde redhead,00's,rock,0,0,0
2237,la dispute,10's,rock,0,0,0
2239,the pretty things,60's,rock,0,0,0
2246,the human league,80's,electronic,0,0,0
2250,mclusky,00's,rock,0,0,0
2254,the slits,70's,rock,0,0,0
2256,kayo dot,00's,rock,0,0,0
2258,이달의 소녀 오드아이써클 [loona odd eye circle],10's,pop,0,0,0
2259,lisa germano,90's,rock,0,0,0
2260,the klf,90's,electronic,0,0,0
2261,incubus,90's,rock,0,0,0
2262,liars,00's,rock,0,0,0
2263,dusty springfield,60's,pop,0,0,0
2265,baroness,00's,metal,0,0,0
2266,various artists,10's,hip-hop,0,0,0
2268,bring me the horizon,10's,rock,0,0,0
2273,testament,80's,metal,0,0,0
2278,ka,10's,hip-hop,0,0,0
2280,kelela,10's,soul_funk,0,0,0
2281,orchestral manœuvres in the dark,80's,electronic,0,0,0
2287,twenty one pilots,10's,pop,0,0,0
2290,pescado rabioso,70's,rock,0,0,0
2293,feist,00's,pop,0,0,0
2294,mass of the fermenting dregs,00's,rock,0,0,0
2296,mach-hommy,10's,hip-hop,0,0,0
2302,big boi,10's,hip-hop,0,0,0
2303,tierra whack,10's,pop,0,0,0
2305,the allman brothers band,70's,rock,8,0,0
2306,big brother & the holding company,60's,rock,0,0,0
2307,band of horses,00's,rock,0,0,0
2310,danzig,80's,rock,0,0,0
2317,the damned,70's,rock,0,0,0
2319,captain beefheart & the magic band,70's,rock,0,0,0
2320,real estate,10's,pop,0,0,0
2321,the raincoats,70's,rock,0,0,0
2322,jay electronica,10's,hip-hop,0,0,0
2324,clap your hands say yeah,00's,rock,0,0,0
2326,foxygen,10's,pop,0,0,0
2328,fairport convention,60's,rock,0,0,0
2331,kelly lee owens,10's,pop,0,0,0
2340,discordance axis,00's,metal,0,0,0
2342,orbital,90's,electronic,0,0,0
2344,the cramps,80's,rock,0,0,0
2351,neon indian,10's,electronic,0,0,0
2352,terry riley,60's,electronic,0,0,0
2355,zz top,70's,rock,0,0,0
2356,melody's echo chamber,10's,rock,0,0,0
2357,echo and the bunnymen,80's,rock,0,0,0
2359,botch,90's,metal,0,0,0
2360,organized konfusion,90's,jazz,0,0,0
2364,"dr. john, the night tripper",60's,rock,0,0,0
2366,the notwist,00's,pop,0,0,0
2367,immolation,00's,metal,0,0,0
2368,pig destroyer,00's,metal,0,0,0
2370,japandroids,10's,rock,0,0,0
2373,fear factory,90's,metal,0,0,0
2374,lamp,00's,pop,0,0,0
2376,harry styles,10's,rock,0,0,0
2379,the congos,70's,reggae,0,0,0
2382,om,10's,rock,0,0,0
2384,the new pornographers,00's,pop,0,0,0
2387,regina spektor,00's,pop,0,0,0
2388,el-p,00's,hip-hop,0,0,0
2392,def leppard,80's,rock,0,0,100
2394,the cranberries,90's,rock,0,0,0
2398,hum,10's,rock,0,0,0
2400,mumford & sons,00's,pop,0,0,0
2401,quelle chris,10's,jazz,0,0,0
2403,manuel göttsching,80's,electronic,0,0,0
2404,the go-betweens,80's,pop,0,0,0
2405,the silver mt. zion memorial orchestra & tra-la-la band,00's,rock,0,0,0
2407,mew,00's,pop,0,0,0
2408,the blue nile,80's,pop,0,0,0
2410,john fahey,70's,folk,0,0,0
2413,jens lekman,00's,pop,0,0,0
2414,janet,90's,pop,0,0,0
2416,blue cheer,60's,rock,0,0,0
2417,gong,70's,rock,0,0,0
2420,czarface & mf doom,10's,hip-hop,0,0,0
2425,tracy chapman,80's,rock,0,0,0
2429,damien rice,00's,folk,0,0,0
2430,arcturus,00's,metal,0,0,0
2434,skee mask,10's,electronic,0,0,0
2437,beat happening,90's,rock,0,0,0
2438,gnarls barkley,00's,soul_funk,0,0,0
2442,dirty three,90's,rock,0,0,0
2443,buffalo springfield,60's,rock,0,0,0
2445,no doubt,90's,rock,0,0,0
2451,ulcerate,10's,metal,0,0,0
2452,wavves,10's,rock,0,0,0
2454,bon jovi,80's,rock,0,0,120
2456,disturbed,00's,metal,0,0,0
2460,elo,80's,rock,0,0,0
2464,the white noise,60's,pop,0,0,0
2465,the jam,70's,pop,0,0,0
2467,linda perhacs,70's,folk,0,0,0
2468,god is an astronaut,00's,rock,0,0,0
2469,sodom,80's,metal,0,0,0
2471,the horrors,00's,rock,0,0,0
